Station,R2_MonthlyMeanTemperature,R2_MonthlyMaximumTemperature,R2_MonthlyMinimumTemperature
72205453959,0.9999933185744978,0.9999982249630982,0.9999972855708306
72335013877,0.9999954695299039,0.999996094844933,0.9999958758900319
72341503962,0.9999940566020752,0.999996255414278,0.9999977165808543
72465593990,0.9999914292808205,0.9999948037683267,0.9999774399712315
72553394957,0.9999923039629388,0.999997857382634,0.9999985972071211
72577504111,0.9999949430157731,0.9999833439363859,0.9999975583505143
99999963831,0.9999834272992842,0.9999818847024022,0.9999808423650483
